浙江卫视4K,#http://101.35.240.114:88/live.php?id=浙江卫视4K
#EXTINF:-1,tvg-name="CCTV-16 4K" group-title="央视", CCTV-16 4K
凤凰资讯,https://cdn9.163189.xyz/smt3.1.1.php?id=phoenixinfo_hd
咪咕赛事播47,http://vip.lqcc.xyz:35455/itv/3000000010000025380.m3u8?cdn=FifastbLive
QTV-4,http://video10.qtv.com.cn/drm/qtv4at/manifest.m3u8
http://119.131.24.84:9003/udp/239.77.1.98:5146
#EXTINF:-1,tvg-name="CCTV-17高清" group-title="央视", CCTV-17高清
凤凰资讯,https://smt.1678520.xyz/smt3.2.1.php?id=phoenixinfo_hd
咪咕赛事播48,http://vip.lqcc.xyz:35455/itv/3000000010000025943.m3u8?cdn=FifastbLive
QTV-5,http://video10.qtv.com.cn/drm/qtv5at/manifest.m3u8
http://119.131.24.84:9003/udp/239.77.1.121:5146
#EXTINF:-1,tvg-name="CCTV-4K 4K" group-title="央视", CCTV-4K 4K
凤凰资讯,http://61.221.215.25:8800/hls/47/index.m3u8
咪咕赛事播49,http://vip.lqcc.xyz:35455/itv/3000000010000027318.m3u8?cdn=FifastbLive
QTV-6,http://video10.qtv.com.cn/drm/qtv6at/manifest.m3u8
http://119.131.24.84:9003/udp/239.77.0.194:5146
#EXTINF:-1,tvg-name="CCTV-4K 4K50p" group-title="央视", CCTV-4K 4K50p
旅游卫视,http://123.129.70.178:9901/tsfile/live/0114_1.m3u8?key=txiptv&playlive=1&authid=0
咪咕赛事播50,http://vip.lqcc.xyz:35455/itv/3000000010000027638.m3u8?cdn=FifastbLive
Shaanxi Agroforestry Satellite TV,http://49.113.179.174:4022/udp/238.125.4.154:5140
http://119.131.24.84:9003/udp/239.77.0.174:5146
#EXTINF:-1,tvg-name="CGTN" group-title="其他", CGTN
南方卫视,http://111.221.137.155:44330/tsfile/live/1002_1.m3u8?key=txiptv
咪咕赛事播51,http://vip.lqcc.xyz:35455/itv/3000000010000027691.m3u8?cdn=FifastbLive
Shandong Education TV,http://49.113.179.174:4022/udp/238.125.0.156:5140
http://119.131.24.84:9003/udp/239.77.0.45:5146
#EXTINF:-1,tvg-name="CGTN" group-title="其他", CGTN
人间卫视,http://61.216.67.119:1935/bltvhd/bltv1/chunklist_w1266569526.m3u8
咪咕赛事播52,http://vip.lqcc.xyz:35455/itv/3000000010000031669.m3u8?cdn=FifastbLive
Shanghai Education Television Station,http://223.166.234.114:7777/tsfile/live/1033_1.m3u8
http://119.131.24.84:9003/udp/239.77.1.27:5146
#EXTINF:-1,tvg-name="CGTN英语高清" group-title="其他", CGTN英语高清
人间卫视,http://61.216.67.119:1935/bltvhd/bltv1/chunklist_w1266569526.m3u
咪咕赛事播53,http://vip.lqcc.xyz:35455/itv/3000000010000032106.m3u8?cdn=FifastbLive
Shenzhen Satellite TV (2160p),https://livepull-tcms.sztv.com.cn/live/sz4Kpgm.m3u8
http://119.131.24.84:9003/udp/239.77.0.199:5146
#EXTINF:-1,tvg-name="CGTN西班牙语高清" group-title="其他", CGTN西班牙语高清
人间卫视,http://61.216.67.119:1935/bltvhd/bltv1/playlist.m3u8
卡酷少儿,#http://fjcm-2118.live.iptv.darwinchow.com/PLTV/88888888/224/3221227456/index.m3u8
Sihai Fishing Channel,http://49.113.179.174:4022/udp/238.125.2.172:5140
http://119.131.24.84:9003/udp/239.77.0.221:5146
#EXTINF:-1,tvg-name="CGTN法语高清" group-title="其他", CGTN法语高清
人间卫视,https://5ddce30eb4b55.streamlock.net/bltvhd/bltv1/chunklist_w511254805.m3u8
优漫卡通,#http://fjcm-2118.live.iptv.darwinchow.com/PLTV/88888888/224/3221227339/index.m3u8
Siping TV,http://stream2.jlntv.cn/sptv/sd/live.m3u8?_upt=f27750421743154598
http://119.131.24.84:9003/udp/239.77.0.228:5146
#EXTINF:-1,tvg-name="CGTN阿拉伯语高清" group-title="其他", CGTN阿拉伯语高清
人间卫视,https://5ddce30eb4b55.streamlock.net/bltvhd/bltv1/playlist.m3u8
哈哈炫动,#http://fjcm-2117.live.iptv.darwinchow.com/PLTV/88888888/224/3221227335/index.m3u8
SMG Football Channel,http://49.113.179.174:4022/udp/238.125.2.142:5140
http://119.131.24.84:9003/udp/239.253.43.200:5146
#EXTINF:-1,tvg-name="CGTN俄语高清" group-title="其他", CGTN俄语高清
山东教育卫视,http://test1.live.sdetv.com.cn/live/dianshizhibo/playlist.m3u8
嘉佳卡通,#http://fjcm-2118.live.iptv.darwinchow.com/PLTV/88888888/224/3221227498/index.m3u8
STV City,http://61.173.144.157:9901/tsfile/live/1001_1.m3u8?authid=0&key=txiptv&playlive=1
http://119.131.24.84:9003/udp/239.253.43.201:5146
#EXTINF:-1,tvg-name="广东卫视" group-title="广东", 广东卫视
山东教育卫视,https://test1.live.sdetv.com.cn/live/dianshizhibo/playlist.m3u8
黑莓动画,#http://fjcm-2118.live.iptv.darwinchow.com/PLTV/88888888/224/3221227303/index.m3u8
STV News and General,http://61.173.144.157:9901/tsfile/live/1000_1.m3u8?authid=0&key=txiptv&playlive=1
http://119.131.24.84:9003/udp/239.77.0.2:5146
#EXTINF:-1,tvg-name="广东卫视" group-title="广东", 广东卫视
山东教育卫视,http://113.44.65.227:1234/609154353
动漫秀场,http://36.129.204.117:9003//hls/67/index.m3u8
Tonghua TV,http://lsfb.avap.jilintv.cn/zqvk7vpj/channel/43ea5771aa44421591f9dfd2b71f1b9b/index.m3u8
http://119.131.24.84:9003/udp/239.77.1.2:5146
#EXTINF:-1,tvg-name="广东珠江" group-title="广东", 广东珠江
香港卫视,http://webcast.hkstv.tv/livestream/mutfysrq/playlist.m3u8
新动漫,#http://fjcm-2118.live.iptv.darwinchow.com/PLTV/88888888/224/3221227498/index.m3u8
Toonmax TV,http://49.113.179.174:4022/udp/238.125.4.28:5140
http://119.131.24.84:9003/udp/239.77.0.3:5146
#EXTINF:-1,tvg-name="广东珠江" group-title="广东", 广东珠江
CCTV4欧洲,http://hlsztemgsplive.miguvideo.com:8080/migu/kailu/20200324/cctv4ouhd/51/index.m3u8?msisdn=20260207000204d6083662292744c59455577944ad22a4&mdspid=&spid=699004&netType=0&sid=2200179315&pid=2028597139&timestamp=20260207000204&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=608807419&ParentNodeID=-99&assertID=2200179315&client_ip=218.28.233.106&SecurityKey=20260207000204&promotionId=&mvid=2200179315&mcid=500020&playurlVersion=WX-A1-9.1.1.3-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&encrypt=9413dfc271f60258f41167c9b7dbe373
河北少儿,http://tv.pull.hebtv.com/jishi/shaoerkejiao.m3u8?t=2510710360&k=4ff4446adf3cce3de40dd013255b38b2
TV BRICS Chinese (1080p),https://chibrics.mediacdn.ru/cdn/brics/chinese/playlist.m3u8
http://119.131.24.84:9003/udp/239.77.1.94:5146
#EXTINF:-1,tvg-name="广东新闻" group-title="广东", 广东新闻
CCTV4美洲,http://hlsztemgsplive.miguvideo.com:8080/migu/kailu/20200324/cctv4meihd/51/index.m3u8?msisdn=202602070002058b22bd425ff040b0973c4139a84e8efa&mdspid=&spid=699004&netType=0&sid=2200179344&pid=2028597139&timestamp=20260207000205&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=608807416&ParentNodeID=-99&assertID=2200179344&client_ip=218.28.233.106&SecurityKey=20260207000205&promotionId=&mvid=2200179344&mcid=500020&playurlVersion=WX-A1-9.1.1.3-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&encrypt=4033d997d2d51db0ffe0e56aeb2ce33c
甘肃少儿,https://hls.gstv.com.cn/49048r/922k96.m3u8
Ugo Shop TV,http://49.113.179.174:4022/udp/238.125.4.184:5140
http://119.131.24.84:9003/udp/239.77.0.4:5146
#EXTINF:-1,tvg-name="广东民生" group-title="广东", 广东民生
CGTN外语纪录,http://hlsztemgsplive.miguvideo.com:8080/envivo_v/2018/SD/cctv/doc/1000/index.m3u8?msisdn=202602070002052c3a3664d5d34f82b607b5b21383b446&mdspid=&spid=699004&netType=0&sid=2200179356&pid=2028597139&timestamp=20260207000205&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=609006487&ParentNodeID=-99&assertID=2200179356&client_ip=218.28.233.106&SecurityKey=20260207000205&promotionId=&mvid=2200179356&mcid=500020&playurlVersion=WX-A1-9.1.1.3-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&encrypt=7313a80f682380f31cc0e0c94862ef6e
宁夏少儿,https://hls.ningxiahuangheyun.com/live/nxse1M.m3u8
VOA美国之音,https://voa-ingest.akamaized.net/hls/live/2033878/tvmc08/playlist.m3u8
http://119.131.24.84:9003/udp/239.77.0.5:5146
#EXTINF:-1,tvg-name="广东体育" group-title="广东", 广东体育
CGTN阿拉伯语,http://hlsztemgsplive.miguvideo.com:8080/envivo_v/SD/cctv/alabo/1000/index.m3u8?msisdn=20260207000205c0861496db904b8ea7a94b82cd8ef927&mdspid=&spid=699004&netType=0&sid=2200179303&pid=2028597139&timestamp=20260207000205&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=609154345&ParentNodeID=-99&assertID=2200179303&client_ip=218.28.233.106&SecurityKey=20260207000205&promotionId=&mvid=2200179303&mcid=500020&playurlVersion=WX-A1-9.1.1.3-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&encrypt=a4b08132fb61fc5337c86f38f20fd43f
内蒙古少儿,https://livestream-bt.nmtv.cn/nmtv/2318general.m3u8?txSecret=a2c948908728a0733cecbe1fadea23dc&txTime=771E8800
Weihai Comprehensive News Channel,http://l1.weihai.tv:8081/hls/969O76hb22.m3u8
http://119.131.24.84:9003/udp/239.77.0.6:5146
#EXTINF:-1,tvg-name="广东体育" group-title="广东", 广东体育
CGTN西班牙语,http://hlsztemgsplive.miguvideo.com:8080/envivo_v/2018/SD/cctv/xibanya/1000/index.m3u8?msisdn=2026020700020543f17f94a9714e4db8199679a9880763&mdspid=&spid=699004&netType=0&sid=2200179337&pid=2028597139&timestamp=20260207000205&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=609006450&ParentNodeID=-99&assertID=2200179337&client_ip=218.28.233.106&SecurityKey=20260207000205&promotionId=&mvid=2200179337&mcid=500020&playurlVersion=WX-A1-9.1.1.3-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&encrypt=133a912d6d1874576bbea66e13680a6e
名侦探柯南,http://www.douzhicloud.site:35455/huya/30080236
Weihai Ocean Channel,http://l2.weihai.tv:8081/hls/x8b19NoyEG.m3u8
http://119.131.24.84:9003/udp/239.77.1.97:5146
#EXTINF:-1,tvg-name="广东国际" group-title="广东", 广东国际
老故事,http://hlsztemgsplive.miguvideo.com:8080/migu/kailu/cctvlaogushi/50/20231109/index.m3u8?msisdn=2026020700020577e40015acac479f947d89022f223f44&mdspid=&spid=699004&netType=0&sid=5910022002&pid=2028597139&timestamp=20260207000205&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=884121956&ParentNodeID=-99&assertID=5910022002&client_ip=218.28.233.106&SecurityKey=20260207000205&promotionId=&mvid=5900006372&mcid=500020&playurlVersion=WX-A1-9.1.1.3-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&encrypt=d369d5bbe7cc1715e5fd3cdc719f5718
周星驰电影,http://www.douzhicloud.site:35455/huya/11342412
Weihai Public Channel,http://l2.weihai.tv:8081/hls/g16E3482eM.m3u8
http://119.131.24.84:9003/udp/239.77.0.7:5146
#EXTINF:-1,tvg-name="经济科教" group-title="其他", 经济科教
发现之旅,http://hlsztemgsplive.miguvideo.com:8080/wd_r3/cnr/faxianzhilv/2000/index.m3u8?msisdn=202602070002053dbf2a3cedb34edcac75d8dd14fa7ee1&mdspid=&spid=699004&netType=0&sid=5500212893&pid=2028597139&timestamp=20260207000205&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=624878970&ParentNodeID=-99&assertID=5500212893&client_ip=218.28.233.106&SecurityKey=20260207000205&promotionId=&mvid=5100001701&mcid=500020&playurlVersion=WX-A1-9.1.1.3-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&encrypt=8bca8eb664c72a80408d01405610cb4f
林正英电影,http://www.douzhicloud.site:35455/huya/11342421
World Economy Channel,http://49.113.179.174:4022/udp/238.125.2.205:5140
http://119.131.24.84:9003/udp/239.77.0.8:5146
#EXTINF:-1,tvg-name="大湾区卫视" group-title="卫视", 大湾区卫视
中学生,http://hlsztemgsplive.miguvideo.com:8080/migu/kailu/20210415/cctvzhongxuesheng/51/index.m3u8?msisdn=202602070002064073a66ed78f45c997f9ce43d4b12f39&mdspid=&spid=699004&netType=0&sid=5910019355&pid=2028597139&timestamp=20260207000206&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=708869532&ParentNodeID=-99&assertID=5910019355&client_ip=218.28.233.106&SecurityKey=20260207000206&promotionId=&mvid=5900002149&mcid=500020&playurlVersion=WX-A1-9.1.1.3-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&encrypt=e6e18cd90038879a49f628fbca3fe59e
成龙电影,http://www.douzhicloud.site:35455/huya/11342386
Xinjiang TV 1,https://klmysjtzb.rcsxzx.com/hls/klmy2.m3u8
http://119.131.24.84:9003/udp/239.77.0.9:5146
#EXTINF:-1,tvg-name="大湾区卫视" group-title="卫视", 大湾区卫视
赛事最经典,http://hlsztemgsplive.miguvideo.com:8080/migu/kailu/saishijingdian/51/20250514/index.m3u8?msisdn=202602070002069e764fa88e4b4f6c8548a94ced2ab0c2&mdspid=&spid=699004&netType=0&sid=5500592947&pid=2028597139&timestamp=20260207000206&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=646596895&ParentNodeID=-99&assertID=5500592947&client_ip=218.28.233.106&SecurityKey=20260207000206&promotionId=&mvid=5101034296&mcid=500020&playurlVersion=WX-A1-9.1.1.3-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&encrypt=668ec3c239a3a3b32f40766f3fc061b5
李连杰电影,http://www.douzhicloud.site:35455/huya/11342390
Xinjiang TV 2,http://49.113.179.174:4022/udp/238.125.3.175:5140
http://119.131.24.84:9003/udp/239.77.1.12:5146
#EXTINF:-1,tvg-name="广东影视" group-title="广东", 广东影视
体坛名栏汇,http://hlsztemgsplive.miguvideo.com:8080/migu/kailu/titanminglan/51/20250514/index.m3u8?msisdn=2026020700020690425e9050814e2e90e965a9c95bc7e6&mdspid=&spid=699004&netType=0&sid=5500315687&pid=2028597139&timestamp=20260207000206&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=629943305&ParentNodeID=-99&assertID=5500315687&client_ip=218.28.233.106&SecurityKey=20260207000206&promotionId=&mvid=5101034219&mcid=500020&playurlVersion=WX-A1-9.1.1.3-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&encrypt=1efff66727578e576f98236ca3d6962a
黄渤电影,http://www.douzhicloud.site:35455/huya/11352876
Xinjiang TV 3,http://49.113.179.174:4022/udp/238.125.7.147:5140
http://119.131.24.84:9003/udp/239.77.0.11:5146
#EXTINF:-1,tvg-name="广东少儿" group-title="广东", 广东少儿
陕西体育休闲频道,http://hlsztemgsplive.miguvideo.com:8080/migu/kailu/sxtyxx/51/20250804/index.m3u8?msisdn=20260207000206972f1e505b174aeba84f2538ffb7e6e7&mdspid=&spid=600572&netType=0&sid=5910022189&pid=2028597139&timestamp=20260207000206&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=956909356&ParentNodeID=-99&assertID=5910022189&client_ip=218.28.233.106&SecurityKey=20260207000206&promotionId=&mvid=5900006712&mcid=500020&playurlVersion=WX-A1-9.1.1.3-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&encrypt=e9c07d53922cb5aa0afd4783a45147e0
王晶电影,http://www.douzhicloud.site:35455/huya/11602058
Xinjiang TV 5,http://49.113.179.174:4022/udp/238.125.7.149:5140
http://119.131.24.84:9003/udp/239.77.0.12:5146
#EXTINF:-1,tvg-name="嘉佳卡通" group-title="其他", 嘉佳卡通
武术世界,http://hlsztemgsplive.miguvideo.com:8080/migu/kailu/wssj/51/20250915/index.m3u8?msisdn=20260207000206df008015fd8c4a358ee0cc97793d9c18&mdspid=&spid=600697&netType=0&sid=5910022201&pid=2028597139&timestamp=20260207000206&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=958475359&ParentNodeID=-99&assertID=5910022201&client_ip=218.28.233.106&SecurityKey=20260207000206&promotionId=&mvid=5900006724&mcid=500020&playurlVersion=WX-A1-9.1.1.3-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&encrypt=3f67d04edf045641de69eabcda048350
贺岁电影,http://www.douzhicloud.site:35455/huya/11601986
Xinjiang TV 8,http://49.113.179.174:4022/udp/238.125.3.181:5140
http://119.131.24.84:9003/udp/239.77.0.13:5146
#EXTINF:-1,tvg-name="嘉佳卡通" group-title="其他", 嘉佳卡通
辽宁广播电视台体育休闲频道,http://hlsztemgsplive.miguvideo.com:8080/migu/kailu/lntyxx/51/20251225/index.m3u8?msisdn=2026020700020719787341f45b4dedad1731a096eeadd4&mdspid=&spid=600697&netType=0&sid=5910022329&pid=2028597139&timestamp=20260207000207&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=962067526&ParentNodeID=-99&assertID=5910022329&client_ip=218.28.233.106&SecurityKey=20260207000207&promotionId=&mvid=5900006790&mcid=500020&playurlVersion=WX-A1-9.1.1.3-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&encrypt=37dc10341a51a2ac75d76391743d37ea
谍战电影,http://www.douzhicloud.site:35455/huya/21059585
Xinjiang TV 9,http://49.113.179.174:4022/udp/238.125.7.153:5140
http://119.131.24.84:9003/udp/239.77.1.15:5146
#EXTINF:-1,tvg-name="南方购物" group-title="其他", 南方购物
中国农林卫视,http://hlsztemgsplive.miguvideo.com:8080/migu/kailu/zgnlws/51/20250804/index.m3u8?msisdn=202602070002089e77c4be077246f3b8d90761af0e3d3f&mdspid=&spid=600572&netType=0&sid=5910022186&pid=2028597139&timestamp=20260207000208&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=956904896&ParentNodeID=-99&assertID=5910022186&client_ip=218.28.233.106&SecurityKey=20260207000208&promotionId=&mvid=5900006709&mcid=500020&playurlVersion=WX-A1-9.1.1.3-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&encrypt=a586503368279d4125e5a7110d8c1f46
狄仁杰电影,http://www.douzhicloud.site:35455/huya/30080229
Xinjiang TV 12,http://49.113.179.174:4022/udp/238.125.3.185:5140
http://119.131.24.84:9003/udp/239.77.0.19:5146
#EXTINF:-1,tvg-name="南方购物" group-title="其他", 南方购物
上视东方影视,http://hlsztemgsplive.miguvideo.com:8080/wd_r4/dfl/dianshijuhd/1200/index.m3u8?msisdn=20260206220205abae825c1ec44d99b61fe1cafaa1030b&mdspid=&spid=699212&netType=0&sid=5500002274&pid=2028597139&timestamp=20260206220205&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=617290047&ParentNodeID=-99&assertID=5500002274&client_ip=218.28.233.106&SecurityKey=20260206220205&promotionId=&mvid=5100001715&mcid=500020&playurlVersion=WX-A1-9.1.1.3-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&encrypt=b3c8b781bfa45b8ae6564c9817da025b
延禧攻略,http://www.douzhicloud.site:35455/huya/26355864
Xizang TV Tibetan (720p) [Not 24/7],http://php.jdshipin.com:8880/xztv.php?id=zy
http://119.131.24.84:9003/udp/239.77.0.22:5146
#EXTINF:-1,tvg-name="岭南戏曲" group-title="其他", 岭南戏曲
南京新闻综合频道,http://hlsztemgsplive.miguvideo.com:8080/migu/kailu/nanjingxwzh/50/20230719/index.m3u8?msisdn=202602070002095cdbbcbd1ea5459cae6ac9eed977878a&mdspid=&spid=699067&netType=0&sid=5910021863&pid=2028597139&timestamp=20260207000209&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=838109047&ParentNodeID=-99&assertID=5910021863&client_ip=218.28.233.106&SecurityKey=20260207000209&promotionId=&mvid=5900006203&mcid=500020&playurlVersion=WX-A1-9.1.1.3-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&encrypt=426517c66210ffae7f1abfcd84acd947
琅琊榜,#http://zby.xjqxz.top/lyb/live.m3u8
Yanbian Cinese Comprehensive Channel,https://live.ybtvyun.com/video/s10016-6d4fe23a90b3/index.m3u8
http://119.131.24.84:9003/udp/239.77.0.16:5146
#EXTINF:-1,tvg-name="广东房产" group-title="广东", 广东房产
南京教科频道,http://hlsztemgsplive.miguvideo.com:8080/migu/kailu/nanjingkj/50/20230719/index.m3u8?msisdn=20260207000209e2f322c0ae7a46848c54ab5d5e77b2bf&mdspid=&spid=699067&netType=0&sid=5910021865&pid=2028597139&timestamp=20260207000209&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=838153729&ParentNodeID=-99&assertID=5910021865&client_ip=218.28.233.106&SecurityKey=20260207000209&promotionId=&mvid=5900006205&mcid=500020&playurlVersion=WX-A1-9.1.1.3-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&encrypt=a99d54bc66e63f868bf1a362f5626c9c
新三国,http://www.douzhicloud.site:35455/huya/11352944
Yicai TV,http://49.113.179.174:4022/udp/238.125.0.165:5140
http://119.131.24.84:9003/udp/239.77.0.14:5146
#EXTINF:-1,tvg-name="现代教育" group-title="其他", 现代教育
南京十八频道,http://hlsztemgsplive.miguvideo.com:8080/migu/kailu/nanjingsb/50/20230719/index.m3u8?msisdn=20260207000209f0ea8ecaf9514c69aa2cc6bcf6f1cf1e&mdspid=&spid=699067&netType=0&sid=5910021864&pid=2028597139&timestamp=20260207000209&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=838151753&ParentNodeID=-99&assertID=5910021864&client_ip=218.28.233.106&SecurityKey=20260207000209&promotionId=&mvid=5900006207&mcid=500020&playurlVersion=WX-A1-9.1.1.3-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&encrypt=12335efc53c66c3babf4f60692bff459
新水浒传,http://www.douzhicloud.site:35455/huya/11342384
Zhejiang Satellite TV,https://play-qukan.cztv.com/live/1758879019692345.m3u8
http://119.131.24.84:9003/udp/239.77.0.18:5146
#EXTINF:-1,tvg-name="广东移动" group-title="广东", 广东移动
体育休闲频道,http://hlsztemgsplive.miguvideo.com:8080/wd_r2/jstv/jstiyu/600/index.m3u8?msisdn=202602062202055fa2adf309d441b882ddf9e61b3eb93e&mdspid=&spid=699067&netType=0&sid=5500260554&pid=2028597139&timestamp=20260206220205&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=626064707&ParentNodeID=-99&assertID=5500260554&client_ip=218.28.233.106&SecurityKey=20260206220205&promotionId=&mvid=5100186459&mcid=500020&playurlVersion=WX-A1-9.1.1.3-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&encrypt=57f6b15850a9237c67bcab68c6574ecf
新三国（斗鱼）,http://www.douzhicloud.site:35455/douyu/5908256
Zhejiang TV International,https://ali-m-l.cztv.com/channels/lantian/channel10/1080p.m3u8
http://119.131.24.84:9003/udp/239.77.0.20:5146
#EXTINF:-1,tvg-name="广东综艺 4K50p" group-title="广东", 广东综艺 4K50p
江苏城市频道,http://hlsztemgsplive.miguvideo.com:8080/wd_r2/jstv/jschengshi/600/index.m3u8?msisdn=2026020700020948dd3fb905434d2a95efa5feca5a5909&mdspid=&spid=699067&netType=0&sid=5500260508&pid=2028597139&timestamp=20260207000209&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=626064714&ParentNodeID=-99&assertID=5500260508&client_ip=218.28.233.106&SecurityKey=20260207000209&promotionId=&mvid=5100186409&mcid=500020&playurlVersion=WX-A1-9.1.1.3-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&encrypt=cf04dc9ee8727e0baac585ddc0914c3b
少年包青天第一部,http://www.douzhicloud.site:35455/yy/1356043677
东方卫视 (2160p),http://118.81.195.79:9003/hls/23/index.m3u8
http://119.131.24.84:9003/udp/239.77.1.236:5146
#EXTINF:-1,tvg-name="广东综艺 4K" group-title="广东", 广东综艺 4K
江苏国际,http://hlsztemgsplive.miguvideo.com:8080/wd_r2/jstv/jsguoji/600/index.m3u8?msisdn=2026020700020969b92b65fcc243e7bf07b1830bb95019&mdspid=&spid=699067&netType=0&sid=5500260577&pid=2028597139&timestamp=20260207000209&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=626064674&ParentNodeID=-99&assertID=5500260577&client_ip=218.28.233.106&SecurityKey=20260207000209&promotionId=&mvid=5100186482&mcid=500020&playurlVersion=WX-A1-9.1.1.3-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&encrypt=7bffb77af9d1258ec21d167d5596fbc0
少年包青天第三部,http://www.douzhicloud.site:35455/yy/1382736814
中国气象 (576p) [Not 24/7],http://hls.weathertv.cn/tslslive/qCFIfHB/hls/live_sd.m3u8
http://119.131.24.84:9003/udp/239.77.1.237:5146
#EXTINF:-1,tvg-name="广东综艺(4k)" group-title="广东", 广东综艺(4k)
江苏影视频道,http://hlsztemgsplive.miguvideo.com:8080/wd_r2/jstv/jsyingshi/600/index.m3u8?msisdn=202602070002107b216dcbc12f479fb0059b18928ca712&mdspid=&spid=699067&netType=0&sid=5500260517&pid=2028597139&timestamp=20260207000210&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=626064697&ParentNodeID=-99&assertID=5500260517&client_ip=218.28.233.106&SecurityKey=20260207000210&promotionId=&mvid=5100186424&mcid=500020&playurlVersion=WX-A1-9.1.1.3-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&encrypt=ddc9c26432ee7d17089f40ccef3eff3d
神探狄仁杰第一部,http://www.douzhicloud.site:35455/huya/11352958
云南卫视 (1080p),https://hwapi.yunshicloud.com/8xughf/e0bx15.m3u8
http://119.131.24.84:9003/udp/239.77.0.244:5146
#EXTINF:-1,tvg-name="广东综艺4k" group-title="广东", 广东综艺4k
江苏综艺频道,http://hlsztemgsplive.miguvideo.com:8080/wd_r2/jstv/jszongyi/600/index.m3u8?msisdn=2026020700021090ac7c98589247e094d59f082ab9b13d&mdspid=&spid=699067&netType=0&sid=5500260513&pid=2028597139&timestamp=20260207000210&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=626065193&ParentNodeID=-99&assertID=5500260513&client_ip=218.28.233.106&SecurityKey=20260207000210&promotionId=&mvid=5100186420&mcid=500020&playurlVersion=WX-A1-9.1.1.3-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&encrypt=6376abd53cf7f3f80c9e2eca60a2c22f
神探狄仁杰第二部,http://www.douzhicloud.site:35455/douyu/6027991
